request_id,department,urgency,corridor_id,asset_id,track_type,required_duration_minutes,earliest_start_minute,latest_end_minute,is_traffic_block_required,is_power_block_required,days_overdue,has_linked_defect,conflicting_train_count,target_priority_score
REQ-190,Engineering,MEDIUM,COR-HWH-BWN,AST-HWH-BWN-ENG-020,BOTH,240,141,493,1,1,0,0,5,59.82
REQ-191,Engineering,LOW,COR-MAS-AJJ,AST-MAS-AJJ-ENG-029,BOTH,180,776,1002,1,0,0,1,1,40.46
REQ-192,Signalling & Telecom,LOW,COR-HWH-BWN,AST-HWH-BWN-SNT-027,BOTH,240,93,418,0,0,0,0,5,38.38
REQ-193,Signalling & Telecom,LOW,COR-HWH-BWN,AST-HWH-BWN-SNT-025,UP,60,137,248,0,1,3,1,2,37.81
REQ-194,Traction Distribution,HIGH,COR-CSMT-KYN,AST-SMT-KYN-TRD-013,DOWN,120,865,1051,0,1,0,0,2,41.95
REQ-195,Engineering,MEDIUM,COR-MAS-AJJ,AST-MAS-AJJ-ENG-028,BOTH,90,201,356,1,1,0,0,1,48.81
REQ-196,Traction Distribution,MEDIUM,COR-MAS-AJJ,AST-MAS-AJJ-TRD-032,DOWN,240,188,540,1,1,0,0,4,52.32
REQ-197,Engineering,MEDIUM,COR-NDLS-GZB,AST-DLS-GZB-ENG-001,DOWN,240,228,577,1,0,13,1,3,60.78
REQ-198,Engineering,LOW,COR-NDLS-GZB,AST-DLS-GZB-ENG-002,UP,120,888,1043,1,0,0,0,1,33.74
REQ-199,Signalling & Telecom,HIGH,COR-NDLS-GZB,AST-DLS-GZB-SNT-007,BOTH,60,224,387,1,0,0,0,3,49.68
REQ-200,Signalling & Telecom,LOW,COR-CSMT-KYN,AST-SMT-KYN-SNT-016,BOTH,180,67,340,1,0,0,0,1,37.59
REQ-201,Engineering,LOW,COR-NDLS-GZB,AST-DLS-GZB-ENG-003,UP,120,235,436,1,0,0,0,1,31.97
REQ-202,Signalling & Telecom,HIGH,COR-HWH-BWN,AST-HWH-BWN-SNT-026,DOWN,60,166,317,1,0,0,0,3,45.97
REQ-203,Traction Distribution,HIGH,COR-CSMT-KYN,AST-SMT-KYN-TRD-014,BOTH,120,763,957,0,1,0,0,3,48.19
REQ-204,Signalling & Telecom,CRITICAL,COR-MAS-AJJ,AST-MAS-AJJ-SNT-035,UP,90,863,1054,1,1,33,1,1,100.0
REQ-205,Traction Distribution,CRITICAL,COR-MAS-AJJ,AST-MAS-AJJ-TRD-031,BOTH,60,123,231,1,1,34,1,1,100.0
REQ-206,Engineering,MEDIUM,COR-NDLS-GZB,AST-DLS-GZB-ENG-003,UP,180,814,1055,1,0,0,0,1,38.47
REQ-207,Traction Distribution,HIGH,COR-MAS-AJJ,AST-MAS-AJJ-TRD-033,UP,120,760,934,1,1,0,0,1,49.9
REQ-208,Traction Distribution,MEDIUM,COR-NDLS-GZB,AST-DLS-GZB-TRD-006,BOTH,240,138,471,1,1,0,0,4,56.71
REQ-209,Engineering,MEDIUM,COR-CSMT-KYN,AST-SMT-KYN-ENG-012,BOTH,240,121,418,1,0,0,0,1,43.08
REQ-210,Engineering,MEDIUM,COR-MAS-AJJ,AST-MAS-AJJ-ENG-030,UP,60,186,352,1,0,9,1,1,49.31
REQ-211,Signalling & Telecom,LOW,COR-NDLS-GZB,AST-DLS-GZB-SNT-008,UP,180,62,285,0,0,0,0,4,32.57
REQ-212,Engineering,LOW,COR-HWH-BWN,AST-HWH-BWN-ENG-019,DOWN,120,787,942,1,0,0,0,1,33.74
REQ-213,Signalling & Telecom,HIGH,COR-MAS-AJJ,AST-MAS-AJJ-SNT-036,UP,240,152,492,1,0,0,1,3,61.56
REQ-214,Traction Distribution,CRITICAL,COR-HWH-BWN,AST-HWH-BWN-TRD-024,BOTH,180,743,1032,1,1,26,1,1,100.0
REQ-215,Engineering,CRITICAL,COR-CSMT-KYN,AST-SMT-KYN-ENG-010,UP,60,84,224,1,0,36,1,0,90.29
REQ-216,Engineering,MEDIUM,COR-NDLS-GZB,AST-DLS-GZB-ENG-002,UP,240,673,968,1,0,0,0,1,39.14
REQ-217,Signalling & Telecom,HIGH,COR-MAS-AJJ,AST-MAS-AJJ-SNT-036,UP,180,71,285,1,1,0,1,1,65.91
REQ-218,Signalling & Telecom,LOW,COR-HWH-BWN,AST-HWH-BWN-SNT-025,UP,180,98,385,1,0,3,1,4,45.67
REQ-219,Traction Distribution,LOW,COR-NDLS-GZB,AST-DLS-GZB-TRD-006,BOTH,120,217,405,1,1,0,0,3,48.38
REQ-220,Signalling & Telecom,LOW,COR-MAS-AJJ,AST-MAS-AJJ-SNT-034,UP,240,204,512,1,0,0,0,4,42.29
REQ-221,Engineering,MEDIUM,COR-CSMT-KYN,AST-SMT-KYN-ENG-011,DOWN,120,813,1037,1,0,0,1,2,46.36
REQ-222,Engineering,MEDIUM,COR-NDLS-GZB,AST-DLS-GZB-ENG-001,DOWN,60,127,300,1,0,13,1,4,59.87
REQ-223,Signalling & Telecom,HIGH,COR-CSMT-KYN,AST-SMT-KYN-SNT-017,UP,240,73,417,1,0,0,1,1,56.48
REQ-224,Engineering,LOW,COR-HWH-BWN,AST-HWH-BWN-ENG-020,BOTH,240,794,1082,1,0,0,0,1,38.33
REQ-225,Engineering,CRITICAL,COR-CSMT-KYN,AST-SMT-KYN-ENG-010,UP,90,239,373,1,1,36,1,1,100.0
REQ-226,Signalling & Telecom,MEDIUM,COR-HWH-BWN,AST-HWH-BWN-SNT-027,BOTH,120,165,403,1,1,0,0,5,59.04
REQ-227,Engineering,CRITICAL,COR-CSMT-KYN,AST-SMT-KYN-ENG-010,UP,240,631,991,1,1,36,1,3,100.0
REQ-228,Signalling & Telecom,HIGH,COR-MAS-AJJ,AST-MAS-AJJ-SNT-036,UP,90,229,410,1,0,0,1,2,56.97
REQ-229,Traction Distribution,HIGH,COR-MAS-AJJ,AST-MAS-AJJ-TRD-033,UP,180,775,1054,1,1,0,0,1,49.45
REQ-230,Signalling & Telecom,HIGH,COR-MAS-AJJ,AST-MAS-AJJ-SNT-036,UP,120,109,290,1,0,0,1,1,56.13
REQ-231,Engineering,MEDIUM,COR-HWH-BWN,AST-HWH-BWN-ENG-020,BOTH,120,953,1193,1,0,0,0,0,37.5
REQ-232,Signalling & Telecom,CRITICAL,COR-CSMT-KYN,AST-SMT-KYN-SNT-018,DOWN,180,130,376,1,1,0,1,1,79.82
REQ-233,Signalling & Telecom,HIGH,COR-MAS-AJJ,AST-MAS-AJJ-SNT-036,UP,180,802,1056,0,0,0,1,1,46.59
REQ-234,Engineering,MEDIUM,COR-NDLS-GZB,AST-DLS-GZB-ENG-002,UP,60,80,214,1,0,0,0,4,42.98
REQ-235,Traction Distribution,CRITICAL,COR-HWH-BWN,AST-HWH-BWN-TRD-022,BOTH,120,709,884,0,1,34,1,0,93.86
REQ-236,Traction Distribution,MEDIUM,COR-CSMT-KYN,AST-SMT-KYN-TRD-014,BOTH,240,670,953,1,1,0,0,3,55.48
REQ-237,Signalling & Telecom,CRITICAL,COR-CSMT-KYN,AST-SMT-KYN-SNT-018,DOWN,240,72,427,1,0,0,1,1,71.26
REQ-238,Engineering,HIGH,COR-HWH-BWN,AST-HWH-BWN-ENG-019,DOWN,60,144,294,1,1,0,0,3,53.0
REQ-239,Engineering,MEDIUM,COR-CSMT-KYN,AST-SMT-KYN-ENG-011,DOWN,90,200,340,1,0,0,1,1,44.93
REQ-240,Signalling & Telecom,HIGH,COR-MAS-AJJ,AST-MAS-AJJ-SNT-036,UP,180,111,357,1,0,0,1,1,56.82
REQ-241,Signalling & Telecom,HIGH,COR-HWH-BWN,AST-HWH-BWN-SNT-027,BOTH,240,69,361,0,0,0,0,4,46.72
REQ-242,Signalling & Telecom,HIGH,COR-CSMT-KYN,AST-SMT-KYN-SNT-017,UP,60,803,956,1,1,0,1,2,63.92
REQ-243,Engineering,MEDIUM,COR-HWH-BWN,AST-HWH-BWN-ENG-019,DOWN,60,205,372,1,1,0,0,4,50.09
REQ-244,Signalling & Telecom,MEDIUM,COR-CSMT-KYN,AST-SMT-KYN-SNT-016,BOTH,120,224,443,0,0,0,0,1,31.48
REQ-245,Traction Distribution,CRITICAL,COR-HWH-BWN,AST-HWH-BWN-TRD-022,BOTH,90,839,993,1,1,34,1,1,100.0
REQ-246,Signalling & Telecom,HIGH,COR-CSMT-KYN,AST-SMT-KYN-SNT-017,UP,60,177,349,1,0,0,1,1,52.99
REQ-247,Signalling & Telecom,LOW,COR-MAS-AJJ,AST-MAS-AJJ-SNT-034,UP,120,890,1126,1,0,0,0,1,32.08
REQ-248,Signalling & Telecom,CRITICAL,COR-MAS-AJJ,AST-MAS-AJJ-SNT-035,UP,180,863,1114,1,1,33,1,1,100.0
REQ-249,Engineering,CRITICAL,COR-CSMT-KYN,AST-SMT-KYN-ENG-010,UP,90,844,1005,1,0,36,1,2,96.59
REQ-250,Traction Distribution,CRITICAL,COR-HWH-BWN,AST-HWH-BWN-TRD-022,BOTH,60,120,267,1,1,34,1,3,100.0
